,0,1
0,0.439889491,0.763540268
1,0.532015562,0.194961205
2,0.467062205,0.511724353
3,0.398961186,0.39352423
4,0.31141293,0.43595776
5,0.421886861,0.501329005
6,0.528938472,0.19355154
7,0.57501328,0.951089978
8,0.701716542,0.28339079
9,0.406956643,0.531040788
10,0.684886396,0.819138825
11,0.497778356,0.824784935
12,0.217791528,0.296227157
13,0.238184944,0.626287282
14,0.333058029,0.401793748
15,0.481512189,0.593270898
16,0.496085316,0.543462157
17,0.831236482,0.456371695
18,0.372229755,0.300235212
19,0.285489798,0.115661524
20,0.810230076,0.599745512
21,0.49004963,0.717285454
22,0.66204679,0.631183028
23,0.422121435,0.113747738
24,0.372849762,0.22887677
25,0.614562273,0.704298258
26,0.627698362,0.852132916
27,0.53897059,0.490692466
28,0.316125125,0.367159545
29,0.643238604,0.30064407
30,0.702641726,0.815128446
31,0.746221364,0.38114202
32,0.52938807,0.748847067
33,0.894403279,0.676262558
34,0.146734536,0.373947024
35,0.348685473,0.384399116
36,0.15880318,0.387317866
37,0.508053303,0.881174266
38,0.547027946,0.830593407
39,0.340270609,0.43343395
40,0.59771502,0.602163672
41,0.228091478,0.635537863
42,0.386433721,0.161158606
43,0.758804977,0.689747274
44,0.449209034,0.440744072
45,0.547516286,0.539341807
46,0.67604214,0.194232851
47,0.227326363,0.351882726
48,0.502019346,0.448518097
49,0.564061522,0.719814479
50,0.415414691,0.489649355
51,0.140905082,0.558211982
52,0.524763405,0.84329474
53,0.259187311,0.723061383
54,0.259047568,0.397857904
55,0.470286638,0.209570482
56,0.774211764,0.687308252
57,0.395836592,0.076246053
58,0.295338988,0.433106273
59,0.462235153,0.373742431
60,0.051479824,0.43632707
61,0.617067814,0.639284432
62,0.70536983,0.722308874
63,0.594908059,0.203782454
64,0.584829569,0.705399334
65,0.246932387,0.287123322
66,0.274630964,0.344862938
67,0.511286497,0.821708202
68,0.335315675,0.281583965
69,0.601260304,0.652107596
70,0.4507218,0.934463561
71,0.545733392,0.658449709
72,0.425032943,1.99431E-05
73,0.499052763,0.558329523
74,0.474083662,0.5535357
75,0.433136016,0.272823304
76,0.470797479,0.045334056
77,0.8254264,0.507686615
78,0.344495505,0.413122416
79,0.912498474,0.579136312
80,0.447662205,0.677519023
81,0.400963843,0.805514455
82,0.466612905,0.80206418
83,0.541180611,0.589003325
84,0.468019187,0.566061795
85,0.562020123,0.56283623
86,0.284777641,0.330929339
87,0.524156392,0.768138707
88,0.835238039,0.492061853
89,0.387328506,0.109665565
90,0.432917863,0.23691839
91,0.188088477,0.39261359
92,0.816260934,0.511698961
93,0.669014871,0.957427204
94,0.346476972,0.181854546
95,0.236301541,0.393011063
96,0.476716429,0.541487098
97,0.560919702,0.710496306
98,0.456594318,0.357054681
99,0.203288108,0.450384617
100,0.214241132,0.418212801
101,0.41680038,0.160443932
102,0,0.546455085
103,0.605360687,0.243998617
104,0.368691891,0.311214834
105,0.379257888,0.031444617
106,0.702710509,0.97416538
107,0.602333724,0.867760599
108,0.501633644,0.717795968
109,0.797274113,0.720852017
110,0.708576918,0.94542098
111,0.497363597,0.249948293
112,0.508961499,0.437241405
113,0.890924215,0.582903326
114,0.700513363,0.349157393
115,0.393598765,0.367585599
116,0.392683953,0.065287374
117,0.06877213,0.400812954
118,0.680498898,0.937950552
119,0.505035818,0.567732453
120,0.884206116,0.571321845
121,0.509498775,0.773878038
122,0.805522561,0.74287647
123,0.873819888,0.524006724
124,0.75271821,0.34920755
125,0.926696181,0.398784608
126,0.498793632,0.497457325
127,0.462680459,0.442077011
128,0.332344711,0.290914804
129,0.324195027,0.423840195
130,0.582206488,0.925035536
131,0.091751486,0.335070968
132,0.535572231,0.899478316
133,0.434848696,0.887272179
134,0.4672741,0.452301413
135,0.739481032,0.285704106
136,0.908627868,0.373756349
137,0.518698514,0.193756714
138,0.824809134,0.42377001
139,0.488945544,0.388525903
140,0.380574495,0.834252775
141,0.521849513,0.887133539
142,0.709856987,0.581035197
143,0.820016384,0.464878112
144,0.490029514,0.787231922
145,0.456383944,0.881994069
146,0.739605725,0.269711703
147,0.202137828,0.555157959
148,0.687859297,0.516218364
149,0.444467306,0.374929398
150,0.668810666,0.937183917
151,0.653437912,0.808475137
152,0.871501505,0.562688828
153,0.390418589,0.789161384
154,0.506314099,0.92674017
155,0.669887662,0.919611335
156,0.623073399,0.898311913
157,0.458967119,0.714778483
158,0.221935764,0.203646705
159,0.717873871,0.396601945
160,0.429259896,0.372971922
161,0.359688997,0.463909835
162,0.285489887,0.115660042
163,0.17546533,0.340368807
164,0.346544087,0.28244254
165,0.551828563,0.044782735
166,0.479432911,0.211691022
167,0.49737817,0.598637223
168,0.681916773,0.789916635
169,0.724168539,0.624319553
170,0.355975062,0.320759118
171,0.467584282,0.411805987
172,0.641761541,0.86691916
173,0.736232102,0.298551202
174,0.417150438,0.421996742
175,0.51763159,0.311742842
176,0.409752786,0.383820146
177,0.434195042,0.939455628
178,0.639105141,0.93155545
179,0.385145545,0.572589517
180,0.227029473,0.157597676
181,0.590729773,0.260755748
182,0.255352497,0.510725558
183,0.425231427,0.336986989
184,0.331066489,0.156436771
185,0.725994587,0.528589964
186,0.261117548,0.130415365
187,0.633024871,0.900383115
188,0.49992758,0.426524729
189,0.401374966,0.0630887
190,0.702209413,0.599575996
191,0.285142034,0.711170793
192,0.551829338,0.044784099
193,0.503499031,0.520088434
